user_id,reading_session,article_id,scroll_range,max_offset,ratio,displayedWords,reading_duration,numberOfWords,numOfScroll,freScroll,reading_speed
1,7538075d-1935-4d01-9845-7678ad459ccc,36323968,2476,1366,0.5517,708.3828,4,1284,11,2.75,10625.742
1,7538075d-1935-4d01-9845-7678ad459ccc,36326675,2388,1278,0.5352,894.8544,9,1672,22,2.444444444,5965.696
1,7538075d-1935-4d01-9845-7678ad459ccc,36327300,2860,1750,0.6119,913.5667,20,1493,130,6.5,2740.7001
1,7538075d-1935-4d01-9845-7678ad459ccc,36327300,2860,1750,0.6119,913.5667,4,1493,130,32.5,13703.5005
1,7538075d-1935-4d01-9845-7678ad459ccc,36327353,2384,1274,0.5344,791.9808,9,1482,32,3.555555556,5279.872
1,759ff4f5-d2c7-495d-9076-5f81b4c95cec,36293324,5676,1077,0.1897,644.0315,137,3395,23,0.167883212,282.0575912
1,759ff4f5-d2c7-495d-9076-5f81b4c95cec,36295168,5938,4828,0.8131,1743.2864,8,2144,117,14.625,13074.648
1,76128804-bac8-4f89-a0fb-373567d57ef8,36295622,2956,1846,0.6245,1142.835,74,1830,35,0.472972973,926.622973
1,76128804-bac8-4f89-a0fb-373567d57ef8,36295622,2956,1846,0.6245,1142.835,1966,1830,35,0.017802645,34.87797558
1,7d2db126-cef6-4103-b3a2-77154d085852,34775466,3400,2310,0.6794,1090.437,15,1605,129,8.6,4361.748
1,827f2f9e-9529-4960-b816-88511b975a3d,33647154,5190,3160,0.6089,1147.1676,3,1884,58,19.33333333,22943.352
1,827f2f9e-9529-4960-b816-88511b975a3d,33647552,1886,796,0.4221,538.1775,3,1275,36,12,10763.55
1,8425ddeb-edc2-41d7-a753-74e4d6861885,33647154,5190,4100,0.79,1488.36,63,1884,75,1.19047619,1417.485714
1,84dcfad2-3e0e-479a-baf1-dac635dd7ef4,40403434,11054,780,0.0706,277.811,6,3935,32,5.333333333,2778.11
1,8626a15d-228c-4ca2-8a3f-61420e1107f3,33649334,8482,7392,0.8715,1951.2885,7388,2239,136,0.01840823,15.84695587
1,8626a15d-228c-4ca2-8a3f-61420e1107f3,33654021,8294,5838,0.7039,1744.9681,14,2479,195,13.92857143,7478.434714
1,8797b1de-4c78-4cd5-a4a4-98bd53015b8d,38907492,7798,586,0.0751,255.5653,10,3403,4,0.4,1533.3918
1,8f48ef48-f795-41df-b4e9-ddac7d777f2a,33649580,6508,5418,0.8325,1903.9275,7,2287,64,9.142857143,16319.37857
1,8f48ef48-f795-41df-b4e9-ddac7d777f2a,33654021,7798,6708,0.8602,2079.9636,24,2418,228,9.5,5199.909
1,8f48ef48-f795-41df-b4e9-ddac7d777f2a,33656802,3474,2384,0.6862,1036.162,20,1510,108,5.4,3108.486
1,8f48ef48-f795-41df-b4e9-ddac7d777f2a,33656802,3474,2384,0.6862,1036.162,88,1510,108,1.227272727,706.4740909
1,91fd93e4-b05a-4250-a5d2-d7e280c5a966,36253697,12914,6165,0.4774,1335.7652,17,2798,97,5.705882353,4714.465412
1,9eae9007-a0f3-468a-8077-58817419d03e,36465404,6842,5732,0.8378,1997.3152,8,2384,13,1.625,14979.864
1,9fff90ee-533b-4dcc-a02f-0d552aab3cd5,37515057,7886,393,0.0498,166.1826,200,3337,4,0.02,49.85478
1,a13811e3-f455-4078-a03a-33cdc93a50d4,40386827,2932,732,0.2497,590.2908,4,2364,17,4.25,8854.362
1,a13811e3-f455-4078-a03a-33cdc93a50d4,40394074,3624,2514,0.6937,1673.2044,4,2412,71,17.75,25098.066
1,a6993850-3491-4935-9540-cd1eb8d10f9c,38568116,4220,1857,0.44,1020.36,27,2319,46,1.703703704,2267.466667
1,a9d5d261-57ae-4716-a30a-92699409ce3c,36321394,9356,8246,0.8814,2281.0632,21,2588,192,9.142857143,6517.323429
1,a9d5d261-57ae-4716-a30a-92699409ce3c,36323968,5144,4034,0.7842,2432.5884,54,3102,243,4.5,2702.876
1,a9d5d261-57ae-4716-a30a-92699409ce3c,36327300,5380,4270,0.7937,2578.7313,11,3249,111,10.09090909,14065.80709
1,a9d5d261-57ae-4716-a30a-92699409ce3c,36327353,2384,1274,0.5344,791.9808,4,1482,38,9.5,11879.712
1,a9d5d261-57ae-4716-a30a-92699409ce3c,36328464,2642,1532,0.5799,907.5435,4,1565,24,6,13613.1525
1,ab623d13-e16c-4ae0-bc0a-35a84153f797,36316246,6292,5182,0.8236,1741.914,7,2115,39,5.571428571,14930.69143
1,ab623d13-e16c-4ae0-bc0a-35a84153f797,36323322,3780,2093,0.5537,972.8509,6,1757,56,9.333333333,9728.509
1,ab623d13-e16c-4ae0-bc0a-35a84153f797,36326627,8334,7224,0.8668,2295.2864,5,2648,46,9.2,27543.4368
1,abd8a75c-f3d9-4d6c-8d94-79b106c84808,36394975,7290,6180,0.8477,2264.2067,7,2671,127,18.14285714,19407.486
1,b0fd2231-ef32-4710-b0d5-a194a3e11683,41479011,9900,495,0.05,185.15,20,3703,16,0.8,555.45
1,b588c9d7-be74-4115-807b-a41faf225e21,36389763,4632,3522,0.7604,1505.592,10,1980,97,9.7,9033.552
1,c054e3b3-5758-4f2c-a51a-dd9fbd74e160,36294939,6092,4982,0.8178,2083.7544,13,2548,90,6.923076923,9617.328
1,c054e3b3-5758-4f2c-a51a-dd9fbd74e160,36295213,4944,3834,0.7755,1479.654,7,1908,126,18,12682.74857
1,c1157896-84cb-469e-9f22-bc1030dcc105,36516823,5396,1184,0.2194,506.1558,6,2307,26,4.333333333,5061.558
1,c3a80784-6f21-4dd0-b60b-bbcf1a70f234,36293324,5676,3800,0.6695,2280.317,73,3406,31,0.424657534,1874.233151
1,c4281807-6d7a-47f0-915d-87d2e0b38964,40394074,2474,319,0.1289,296.7278,3,2302,4,1.333333333,5934.556
1,c4281807-6d7a-47f0-915d-87d2e0b38964,40394074,2878,604,0.2099,483.1898,3,2302,26,8.666666667,9663.796
1,c520bbb4-9805-436f-a510-1ac6c215948f,33889205,5462,3185,0.5831,1164.4507,5,1997,153,30.6,13973.4084
1,c6a86df9-bde3-473c-a86d-358f0b46d770,36260193,1547,0,0,0,49,2218,1,0.020408163,0
1,c6a86df9-bde3-473c-a86d-358f0b46d770,36260193,7889,6342,0.8039,1783.0502,49,2218,356,7.265306122,2183.326776
1,c6a86df9-bde3-473c-a86d-358f0b46d770,36260193,16292,5408,0.3319,736.1542,49,2218,160,3.265306122,901.4133061
1,c71df5e2-e2be-4c29-8f16-bca143587585,34775466,3400,1074,0.3159,507.0195,3,1605,47,15.66666667,10140.39
1,c7cab7d1-20c0-45ac-89d6-0a6257004e1d,36801346,8356,4537,0.543,1804.389,53,3323,232,4.377358491,2042.704528
1,c9ef45ea-eb4c-42ae-989e-1b5dbe67ce2a,36321394,9276,1939,0.209,540.892,12,2588,34,2.833333333,2704.46
1,cacc0e3b-9207-44e9-bd46-91052d95ccc7,32578525,10410,2106,0.2023,521.5294,14,2578,116,8.285714286,2235.126
1,cb09732f-1d20-47b7-a95b-61f4789d3d19,36333664,9006,7076,0.7857,2141.0325,7,2725,59,8.428571429,18351.70714
1,cc1c720a-d2ab-4ce9-a259-b6ae3625d0b9,36495210,7644,4929,0.6448,1884.7504,12,2923,183,15.25,9423.752
1,cc1c720a-d2ab-4ce9-a259-b6ae3625d0b9,36495210,7644,4929,0.6448,1884.7504,2,2923,183,91.5,56542.512
1,cda188e8-63a3-4497-a97d-a6f9eca7f629,33991635,5584,4308,0.7715,1793.7375,7,2325,112,16,15374.89286
1,cddad0e8-e0c6-4da1-8c9d-2465b804f038,36295721,7382,6272,0.8496,2320.2576,18,2731,257,14.27777778,7734.192
1,ce3e4876-602c-465a-8431-0b9eb2effd36,33646704,6754,912,0.135,321.57,3,2382,26,8.666666667,6431.4
1,cfb14bdc-8b61-4bdb-af79-1a5be077a1ef,36320833,4868,3589,0.7373,1279.2155,10,1735,55,5.5,7675.293
1,d1459854-5da6-4d8e-b2fd-a7899eae876f,36503409,3240,1057,0.3262,519.6366,5,1593,29,5.8,6235.6392
1,d2652cd8-b304-4892-8c34-1777f700eb1a,36330540,3218,2108,0.6551,1185.731,5,1810,11,2.2,14228.772
1,d67694c8-e858-4706-9fbd-151ec61e021c,32476691,12802,520,0.0406,190.617,15,4695,129,8.6,762.468
1,d8437abf-e66d-49fb-bd4b-16e95fc4723c,36267052,5194,3516,0.6769,1368.0149,19,2021,85,4.473684211,4320.047053
1,d8437abf-e66d-49fb-bd4b-16e95fc4723c,36267052,5598,3522,0.6292,1271.6132,19,2021,97,5.105263158,4015.620632
1,d8813839-4cfb-4192-afa4-160058590b01,34062118,4188,2745,0.6554,1121.3894,9,1711,90,10,7475.929333
1,d8813839-4cfb-4192-afa4-160058590b01,34062118,4188,2745,0.6554,1158.7472,11,1768,90,8.181818182,6320.439273
1,d8813839-4cfb-4192-afa4-160058590b01,34062118,4188,2745,0.6554,1158.7472,21,1768,90,4.285714286,3310.706286
1,de11d542-2ca3-45e5-900e-637684b8748a,36293324,5676,880,0.155,525.45,9,3390,130,14.44444444,3503
1,de11d542-2ca3-45e5-900e-637684b8748a,36293324,5676,880,0.155,526.225,4,3395,130,32.5,7893.375
1,df267307-fce6-4135-bf6e-71dec68a06a4,40383981,2484,254,0.1023,252.7833,6,2471,7,1.166666667,2527.833
1,e068a50a-dd54-45da-91c1-6f57652578c6,36519766,6044,709,0.1173,248.676,8,2120,23,2.875,1865.07
1,ec2b2224-8b2f-4b7a-b7e9-a62a6bd3f52f,36521761,1526,416,0.2726,394.9974,6,1449,9,1.5,3949.974
1,ec2b2224-8b2f-4b7a-b7e9-a62a6bd3f52f,36521761,1526,416,0.2726,394.9974,3,1449,9,3,7899.948
1,f0e0200b-940a-49a9-b8a1-7cbfc6c7233a,36329818,6104,4994,0.8182,1706.7652,11,2086,68,6.181818182,9309.628364
1,f1e85a9d-2cbd-4138-9a8a-d0c4f801e6a8,37437907,6624,2870,0.4333,1205.4406,7,2782,51,7.285714286,10332.348
1,f5ae9e4c-07bc-403f-927c-206802bb3394,36302054,5456,4346,0.7966,1525.489,11,1915,61,5.545454545,8320.849091
1,f85ce792-bc9f-445a-b1b5-01956944d0aa,36292910,2464,1304,0.5292,825.552,213,1560,259,1.215962441,232.5498592
1,f85ce792-bc9f-445a-b1b5-01956944d0aa,36294438,2352,715,0.304,523.488,9,1722,16,1.777777778,3489.92
1,f85ce792-bc9f-445a-b1b5-01956944d0aa,36294438,2352,715,0.304,523.488,23,1722,16,0.695652174,1365.62087
1,f85ce792-bc9f-445a-b1b5-01956944d0aa,36294438,2756,1596,0.5791,997.2102,9,1722,32,3.555555556,6648.068
1,f85ce792-bc9f-445a-b1b5-01956944d0aa,36294438,2756,1596,0.5791,997.2102,23,1722,32,1.391304348,2601.417913
8,0d1f8447-916e-43b1-9689-e4f53545f430,40593286,8141,3988,0.4899,1552.4931,8,3169,62,7.75,11643.69825
8,21932d4b-f4e6-4bc2-9a26-cccdf0473c17,40453054,9593,3802,0.3963,1269.7452,27,3204,454,16.81481481,2821.656
8,327fb42c-9ce8-45d1-bdb3-32b8f8458390,40391395,13375,4888,0.3655,1452.497,15,3974,285,19,5809.988
8,3db79b26-5b9f-4e58-97e7-45a8b790b55b,36684452,8367,3256,0.3891,1028.0022,14,2642,83,5.928571429,4405.723714
8,423bf1ac-1e57-4c57-acf9-d73c47b2559e,36708583,12029,6737,0.5601,3350.5182,41,5982,270,6.585365854,4903.197366
8,4936cbd5-55e6-4d3e-8735-5e3cb1886bac,36644934,6259,4686,0.7487,1666.6062,13,2226,243,18.69230769,7692.028615
8,5f5be5e8-f39a-413c-91a8-ed7643335735,40589510,9601,2476,0.2579,825.0221,16,3199,177,11.0625,3093.832875
8,5f5be5e8-f39a-413c-91a8-ed7643335735,40597514,10714,1481,0.1382,488.1224,10,3532,89,8.9,2928.7344
8,694be98e-155a-4a84-8e3d-0771c17c274d,40409490,8960,3901,0.4354,1391.103,7,3195,99,14.14285714,11923.74
8,694be98e-155a-4a84-8e3d-0771c17c274d,40409981,6737,1241,0.1842,528.8382,8,2871,82,10.25,3966.2865
8,8075680f-9be7-4982-a8df-07f3cb63d8ed,36594834,8446,1903,0.2253,887.682,9,3940,54,6,5917.88
8,8d6ad5cf-0613-4d37-a590-e2309f133bba,40405576,4768,1819,0.3815,1008.686,8,2644,123,15.375,7565.145
8,8edec827-9700-4fe7-985a-b0a4577086c8,36524210,17523,1816,0.1036,933.6432,91,9012,237,2.604395604,615.5889231
8,9a8b2d9a-638a-4d86-bc2c-559ad3650265,40391819,2314,741,0.3202,731.657,13,2285,60,4.615384615,3376.878462
8,a868b226-d893-4f04-a782-8e940236e839,40452360,9299,2697,0.29,3080.96,19,10624,296,15.57894737,9729.347368
8,a98b878b-2fb2-4f23-b314-57d0fadf6d57,36646251,2707,1134,0.4189,733.075,13,1750,131,10.07692308,3383.423077
8,b9dde3b2-9db8-4a70-945a-3e20ca02b8cc,40597244,6123,2108,0.3443,1027.7355,10,2985,115,11.5,6166.413
8,c3808643-5509-4b23-91ac-caf572ed10a5,40598483,4923,2117,0.43,1058.23,6,2461,63,10.5,10582.3
8,c6b0ebc3-ccd4-42df-ae56-23e7726f853e,36626454,3269,1696,0.5188,963.4116,19,1857,193,10.15789474,3042.352421
8,ce86df48-ad19-478b-a037-d390d52e6ed7,36637591,10687,1311,0.1227,326.1366,63,2658,303,4.80952381,310.6062857
8,ce86df48-ad19-478b-a037-d390d52e6ed7,36647032,5598,1658,0.2962,650.7514,57,2197,283,4.964912281,685.0014737
8,d55522e0-32c2-48d9-afa5-5667b32578ce,36582567,11058,5564,0.5032,1700.3128,22,3379,528,24,4637.216727
8,d55522e0-32c2-48d9-afa5-5667b32578ce,36582567,11058,5564,0.5032,1700.3128,34,3379,528,15.52941176,3000.552
8,fe5b5a01-3418-4a75-bb52-6178ab712af4,36642667,5881,4308,0.7325,1817.3325,20,2481,361,18.05,5451.9975
24,157a2356-044c-4c76-97e7-571d3f481320,36927523,3212,1629,0.5072,985.9968,65,1944,360,5.538461538,910.1508923
24,ee518215-0c04-4b3d-9a94-dd5afd974d1e,36594705,3034,2020,0.6658,1238.388,24,1860,131,5.458333333,3095.97
24,fcaeb519-5ef0-49f3-973a-1f965c899b58,36702468,3630,2616,0.7207,1603.5575,94,2225,469,4.989361702,1023.54734
24,fcaeb519-5ef0-49f3-973a-1f965c899b58,36707573,4660,233,0.05,118.15,117,2363,81,0.692307692,60.58974359
24,fcaeb519-5ef0-49f3-973a-1f965c899b58,36707573,4660,233,0.05,118.15,22,2363,81,3.681818182,322.2272727
122,97da3dcc-eb6e-428a-b9fb-4fd992e33983,36522510,7770,2425,0.3121,794.9187,27,2547,221,8.185185185,1766.486
124,0fbe240c-7015-4a2c-8924-735defe18174,36573970,3844,2271,0.5908,1147.9244,21,1943,284,13.52380952,3279.784
124,0fbe240c-7015-4a2c-8924-735defe18174,36575493,6721,5148,0.766,1846.06,32,2410,548,17.125,3461.3625
124,513d1613-1f1a-4cec-b619-3840f475df55,36551464,7222,5272,0.73,1873.18,14,2566,274,19.57142857,8027.914286
124,801d5586-3760-4e4e-a861-e3e7d19ceaf7,36575947,3340,1767,0.529,897.713,43,1697,269,6.255813953,1252.622791
124,a3ba2439-7ef5-4e24-a15f-7b8e007cdd8a,36598140,7236,5663,0.7826,1804.6756,21,2306,516,24.57142857,5156.216
124,c163ec0f-3639-49ef-b926-1965202de3be,36537821,4401,2828,0.6426,1204.875,27,1875,507,18.77777778,2677.5
124,d200eb88-976c-4f8c-86b4-3304e6eb7235,36551464,7222,2091,0.2895,742.857,16,2566,229,14.3125,2785.71375
125,0cc521c3-db3d-410e-9005-4ce578242622,36592782,5119,1591,0.3108,972.1824,64,3128,278,4.34375,911.421
125,0cc521c3-db3d-410e-9005-4ce578242622,36599316,1384,217,0.1568,272.6752,41,1739,50,1.219512195,399.036878
125,0cc521c3-db3d-410e-9005-4ce578242622,36602509,1675,508,0.3033,563.5314,39,1858,146,3.743589744,866.9713846
125,0eeea390-08a6-4f1b-bfd5-0f0e63a984de,36638178,5577,3912,0.7015,1287.954,41,1836,230,5.609756098,1884.810732
125,0eeea390-08a6-4f1b-bfd5-0f0e63a984de,36640464,3273,1608,0.4913,807.6972,64,1644,154,2.40625,757.216125
125,37c6d71b-7c08-4a97-9995-695f9f9b928e,36659894,2493,828,0.3321,575.1972,39,1732,55,1.41025641,884.9187692
125,5d64a657-147f-481d-9147-45ee014a633f,37057689,2508,1341,0.5347,1161.9031,213,2173,136,0.638497653,327.2966479
125,688f0ba0-e3e8-40b2-b1fc-e8547e480fac,37351342,10455,4801,0.4592,1266.9328,24,2759,183,7.625,3167.332
125,688f0ba0-e3e8-40b2-b1fc-e8547e480fac,37357574,2982,610,0.2046,292.3734,42,1429,21,0.5,417.6762857
125,6b82f256-a283-46f9-be1c-f69e3c4895d9,36676576,2355,690,0.293,382.072,18,1304,70,3.888888889,1273.573333
125,6b82f256-a283-46f9-be1c-f69e3c4895d9,36699642,8421,2646,0.3142,754.3942,112,2401,97,0.866071429,404.13975
125,b30cfd40-15dc-428f-8313-7e7b9eda7732,36612368,11463,9439,0.8234,2608.5312,68,3168,517,7.602941176,2301.645176
125,b7c0e75f-d9d6-4518-9605-e2d160f37fa4,36514116,8817,3098,0.3514,1694.0994,226,4821,239,1.057522124,449.7609027
125,b7c0e75f-d9d6-4518-9605-e2d160f37fa4,36549674,7419,5754,0.7756,1637.2916,104,2111,374,3.596153846,944.5913077
125,ec229e43-38c8-42bd-9209-15578f93daf9,36672285,7914,5744,0.7258,1751.3554,46,2413,320,6.956521739,2284.376609
125,f00a9c32-e92e-4f26-9b81-8ef4d699482b,36713699,2953,174,0.0589,119.567,33,2030,41,1.242424242,217.3945455
125,f550babb-7286-496b-8fa3-3f082357ae72,36621030,12174,3717,0.3053,899.1085,39,2945,259,6.641025641,1383.243846
126,1d9adefa-660e-4ef1-ba52-35804f55c520,36524212,12330,11220,0.91,7822.36,37,8596,249,6.72972973,12684.90811
126,1d9adefa-660e-4ef1-ba52-35804f55c520,36524213,11824,10714,0.9061,7579.5265,46,8365,530,11.52173913,9886.338913
126,1d9adefa-660e-4ef1-ba52-35804f55c520,36590824,4296,2758,0.642,1524.108,28,2374,124,4.428571429,3265.945714
126,36c808dc-abe0-4e2d-a0b1-bd6e28b3379c,36710828,1774,664,0.3743,662.1367,36,1769,118,3.277777778,1103.561167
126,51948097-a988-43db-820e-ed4b05e21f44,36663127,3458,2348,0.679,1374.975,69,2025,368,5.333333333,1195.630435
126,ad874a06-052e-4706-855b-3eda4ceda380,36579125,4620,3510,0.7597,1632.5953,110,2149,473,4.3,890.5065273
126,ad874a06-052e-4706-855b-3eda4ceda380,36586021,4636,3157,0.681,1456.659,250,2139,296,1.184,349.59816
126,ebbd7953-1298-4b1f-b3cb-cf5ece5d7816,36809083,2922,1812,0.6201,1242.0603,41,2003,489,11.92682927,1817.64922
127,900ccc86-0b34-44f1-8f2f-055ac12879fd,36744470,4046,2473,0.6112,1157.6128,13079,1894,310,0.023702118,5.310556465
127,a2880231-3c28-4abd-9ce6-2fa4342203d9,36672001,3553,1980,0.5573,1043.2656,62,1872,216,3.483870968,1009.611871
127,bc630298-b14e-431e-a1ef-b39ec6cc385c,36572649,6411,4838,0.7546,1865.3712,27,2472,225,8.333333333,4145.269333
127,c5e70f4c-d511-4e21-9ebb-c9d3c68d158e,36596070,3566,1993,0.5589,973.0449,29,1741,402,13.86206897,2013.196345
128,2e687d20-677c-47dd-8914-91dcf7ec9562,36524213,23272,7023,0.3018,2502.5256,29,8292,171,5.896551724,5177.639172
128,2e687d20-677c-47dd-8914-91dcf7ec9562,36580159,13184,10960,0.8313,2363.3859,21,2843,355,16.9047619,6752.531143
128,2e687d20-677c-47dd-8914-91dcf7ec9562,36590228,3140,916,0.2917,372.7926,21,1278,209,9.952380952,1065.121714
