navigation_metadata_id,user_id,user_session,categoryName,swipeDirection,itemPosition,date_added
8,1,066cd539-28b6-4e23-a625-b8d6ba88b29d,"Top Stories","right to left",1,"2014-11-10 15:19:43"
9,1,066cd539-28b6-4e23-a625-b8d6ba88b29d,"Top Stories","right to left",2,"2014-11-10 15:19:43"
10,1,066cd539-28b6-4e23-a625-b8d6ba88b29d,"Top Stories","right to left",3,"2014-11-10 15:19:43"
11,1,066cd539-28b6-4e23-a625-b8d6ba88b29d,"Top Stories","right to left",4,"2014-11-10 15:19:44"
12,1,066cd539-28b6-4e23-a625-b8d6ba88b29d,World,"left to right",0,"2014-11-10 15:19:44"
13,1,066cd539-28b6-4e23-a625-b8d6ba88b29d,World,"right to left",1,"2014-11-10 15:19:45"
14,1,066cd539-28b6-4e23-a625-b8d6ba88b29d,World,"right to left",2,"2014-11-10 15:19:45"
15,1,066cd539-28b6-4e23-a625-b8d6ba88b29d,World,"right to left",3,"2014-11-10 15:19:46"
16,1,066cd539-28b6-4e23-a625-b8d6ba88b29d,World,"left to right",2,"2014-11-10 15:19:46"
17,1,066cd539-28b6-4e23-a625-b8d6ba88b29d,World,"left to right",1,"2014-11-10 15:19:46"
18,1,066cd539-28b6-4e23-a625-b8d6ba88b29d,World,"left to right",0,"2014-11-10 15:19:46"
19,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,World,"right to left",1,"2014-11-10 15:56:09"
20,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,World,"right to left",2,"2014-11-10 15:56:09"
21,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,World,"right to left",3,"2014-11-10 15:56:10"
22,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,World,"left to right",2,"2014-11-10 15:56:12"
23,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,World,"left to right",1,"2014-11-10 15:56:12"
24,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,World,"left to right",0,"2014-11-10 15:56:13"
25,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Business,"right to left",1,"2014-11-10 15:56:30"
26,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Business,"right to left",2,"2014-11-10 15:56:30"
27,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Business,"right to left",3,"2014-11-10 15:56:31"
28,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Business,"right to left",4,"2014-11-10 15:56:31"
29,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Business,"right to left",5,"2014-11-10 15:56:32"
30,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Business,"right to left",6,"2014-11-10 15:56:33"
31,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Business,"left to right",5,"2014-11-10 15:56:35"
32,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Business,"left to right",4,"2014-11-10 15:56:35"
33,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Business,"left to right",3,"2014-11-10 15:56:35"
34,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Business,"left to right",2,"2014-11-10 15:56:36"
35,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Business,"left to right",1,"2014-11-10 15:56:36"
36,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Business,"right to left",2,"2014-11-10 15:56:37"
37,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Business,"right to left",3,"2014-11-10 15:56:37"
38,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Business,"right to left",4,"2014-11-10 15:56:37"
39,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Politics,"left to right",0,"2014-11-10 15:56:38"
40,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Sports,"right to left",1,"2014-11-10 15:56:38"
41,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Sports,"right to left",2,"2014-11-10 15:56:39"
42,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Sports,"right to left",3,"2014-11-10 15:56:39"
43,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Sports,"right to left",4,"2014-11-10 15:56:39"
44,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Sports,"right to left",5,"2014-11-10 15:56:40"
45,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Sports,"right to left",6,"2014-11-10 15:56:40"
46,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Sports,"left to right",5,"2014-11-10 15:56:41"
47,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Sports,"left to right",4,"2014-11-10 15:56:42"
48,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Sports,"left to right",3,"2014-11-10 15:56:42"
49,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Sports,"left to right",2,"2014-11-10 15:56:42"
50,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Sports,"left to right",1,"2014-11-10 15:56:42"
51,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Sports,"left to right",0,"2014-11-10 15:56:43"
52,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Business,"right to left",4,"2014-11-10 15:56:44"
53,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Business,"right to left",5,"2014-11-10 15:56:44"
54,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Business,"right to left",6,"2014-11-10 15:56:44"
55,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Business,"left to right",5,"2014-11-10 15:56:45"
56,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Business,"left to right",4,"2014-11-10 15:56:46"
57,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,Business,"right to left",5,"2014-11-10 15:56:46"
58,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,World,"left to right",0,"2014-11-10 15:56:46"
59,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,UK,"right to left",1,"2014-11-10 15:56:48"
60,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,UK,"right to left",2,"2014-11-10 15:56:48"
61,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,UK,"right to left",3,"2014-11-10 15:56:48"
62,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,UK,"left to right",2,"2014-11-10 15:56:48"
63,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,"Top Stories","left to right",0,"2014-11-10 15:56:49"
64,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,UK,"right to left",1,"2014-11-10 15:56:49"
65,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,UK,"left to right",0,"2014-11-10 15:56:49"
66,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,UK,"right to left",1,"2014-11-10 15:56:50"
67,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,UK,"right to left",2,"2014-11-10 15:56:51"
68,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,UK,"right to left",3,"2014-11-10 15:56:51"
69,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,UK,"right to left",4,"2014-11-10 15:56:51"
70,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,UK,"right to left",5,"2014-11-10 15:56:52"
71,1,cd0b8e25-d7da-4421-b0dc-96f01a8e0c55,UK,"right to left",6,"2014-11-10 15:56:52"
72,1,d55ae98f-2a11-4f47-8565-545d8ead1ae6,World,"right to left",1,"2014-11-13 16:33:39"
73,1,d55ae98f-2a11-4f47-8565-545d8ead1ae6,World,"left to right",0,"2014-11-13 16:33:44"
74,111,95f9a9fd-9866-47ca-887a-1b878a6a6652,World,"right to left",1,"2014-11-19 21:35:28"
75,111,95f9a9fd-9866-47ca-887a-1b878a6a6652,World,"right to left",2,"2014-11-19 21:35:29"
76,111,95f9a9fd-9866-47ca-887a-1b878a6a6652,Business,"left to right",0,"2014-11-19 21:35:30"
77,111,36150658-17c2-4997-871f-95b0072e7cf8,"Top Stories","right to left",1,"2014-11-19 21:44:30"
78,111,36150658-17c2-4997-871f-95b0072e7cf8,"Top Stories","right to left",2,"2014-11-19 21:44:31"
79,111,36150658-17c2-4997-871f-95b0072e7cf8,"Top Stories","left to right",1,"2014-11-19 21:44:31"
80,111,36150658-17c2-4997-871f-95b0072e7cf8,"Top Stories","left to right",0,"2014-11-19 21:44:31"
81,111,dd2e0482-b2b7-4b8d-9b0a-1073a5e613cc,"Top Stories","right to left",1,"2014-11-19 23:40:57"
82,111,dd2e0482-b2b7-4b8d-9b0a-1073a5e613cc,"Top Stories","right to left",2,"2014-11-19 23:40:58"
83,111,dd2e0482-b2b7-4b8d-9b0a-1073a5e613cc,"Top Stories","right to left",3,"2014-11-19 23:40:58"
84,111,dd2e0482-b2b7-4b8d-9b0a-1073a5e613cc,"Top Stories","right to left",4,"2014-11-19 23:40:58"
85,111,dd2e0482-b2b7-4b8d-9b0a-1073a5e613cc,UK,"left to right",0,"2014-11-19 23:40:59"
86,1,0060041a-b86a-4d65-83d7-e2b7205598d2,"Top Stories","right to left",1,"2014-11-20 14:02:26"
87,1,0060041a-b86a-4d65-83d7-e2b7205598d2,"Top Stories","left to right",0,"2014-11-20 14:02:27"
88,1,0060041a-b86a-4d65-83d7-e2b7205598d2,"Top Stories","right to left",1,"2014-11-20 14:02:34"
89,1,0060041a-b86a-4d65-83d7-e2b7205598d2,"Top Stories","left to right",0,"2014-11-20 14:02:34"
90,1,0060041a-b86a-4d65-83d7-e2b7205598d2,"Top Stories","right to left",1,"2014-11-20 14:02:35"
91,1,0060041a-b86a-4d65-83d7-e2b7205598d2,Business,"left to right",0,"2014-11-20 14:02:46"
92,1,2817a3fb-4820-49fa-99b0-e0cef58a8397,"Top Stories","right to left",1,"2014-12-03 14:53:19"
93,1,2817a3fb-4820-49fa-99b0-e0cef58a8397,"Top Stories","right to left",2,"2014-12-03 14:53:20"
94,1,2817a3fb-4820-49fa-99b0-e0cef58a8397,"Top Stories","right to left",3,"2014-12-03 14:53:20"
95,1,2817a3fb-4820-49fa-99b0-e0cef58a8397,"Top Stories","right to left",4,"2014-12-03 14:53:21"
96,1,2817a3fb-4820-49fa-99b0-e0cef58a8397,"Top Stories","left to right",3,"2014-12-03 14:53:21"
97,1,2817a3fb-4820-49fa-99b0-e0cef58a8397,"Top Stories","right to left",4,"2014-12-03 14:53:27"
98,1,2817a3fb-4820-49fa-99b0-e0cef58a8397,"Top Stories","left to right",3,"2014-12-03 14:53:27"
99,1,2817a3fb-4820-49fa-99b0-e0cef58a8397,"Top Stories","left to right",2,"2014-12-03 14:53:27"
100,1,2817a3fb-4820-49fa-99b0-e0cef58a8397,"Top Stories","left to right",1,"2014-12-03 14:53:28"
101,111,2684b548-a936-46f8-90d7-3941bb9cd096,World,"right to left",1,"2014-12-07 19:05:03"
102,111,2684b548-a936-46f8-90d7-3941bb9cd096,UK,"left to right",0,"2014-12-07 19:40:03"
103,111,2684b548-a936-46f8-90d7-3941bb9cd096,World,"right to left",1,"2014-12-07 19:40:04"
104,111,2684b548-a936-46f8-90d7-3941bb9cd096,Business,"left to right",0,"2014-12-07 19:40:04"
105,111,2684b548-a936-46f8-90d7-3941bb9cd096,"Science & Environment","right to left",1,"2014-12-08 01:17:31"
106,111,2684b548-a936-46f8-90d7-3941bb9cd096,"Science & Environment","right to left",2,"2014-12-08 01:17:31"
107,111,2684b548-a936-46f8-90d7-3941bb9cd096,"Science & Environment","right to left",3,"2014-12-08 01:17:32"
108,111,2684b548-a936-46f8-90d7-3941bb9cd096,"Science & Environment","right to left",4,"2014-12-08 01:17:32"
109,111,2684b548-a936-46f8-90d7-3941bb9cd096,"Education & Family","left to right",0,"2014-12-08 01:17:32"
110,111,2684b548-a936-46f8-90d7-3941bb9cd096,"Science & Environment","right to left",4,"2014-12-08 01:17:34"
111,111,2684b548-a936-46f8-90d7-3941bb9cd096,Health,"left to right",0,"2014-12-08 01:17:34"
112,111,2684b548-a936-46f8-90d7-3941bb9cd096,"Science & Environment","right to left",3,"2014-12-08 01:17:36"
113,111,2684b548-a936-46f8-90d7-3941bb9cd096,"Science & Environment","left to right",2,"2014-12-08 01:17:36"
114,111,2684b548-a936-46f8-90d7-3941bb9cd096,"Science & Environment","left to right",1,"2014-12-08 01:17:36"
115,111,2684b548-a936-46f8-90d7-3941bb9cd096,Health,"left to right",0,"2014-12-08 01:17:36"
116,111,2684b548-a936-46f8-90d7-3941bb9cd096,"Education & Family","right to left",1,"2014-12-08 01:17:40"
117,111,2684b548-a936-46f8-90d7-3941bb9cd096,"Education & Family","right to left",2,"2014-12-08 01:17:40"
118,111,2684b548-a936-46f8-90d7-3941bb9cd096,Politics,"left to right",0,"2014-12-08 01:17:40"
119,111,2684b548-a936-46f8-90d7-3941bb9cd096,Politics,"right to left",1,"2014-12-08 01:17:43"
120,111,2684b548-a936-46f8-90d7-3941bb9cd096,Politics,"right to left",2,"2014-12-08 01:17:43"
121,111,2684b548-a936-46f8-90d7-3941bb9cd096,Business,"left to right",0,"2014-12-08 01:17:44"
122,111,2684b548-a936-46f8-90d7-3941bb9cd096,Sports,"right to left",1,"2014-12-08 01:17:46"
123,111,2684b548-a936-46f8-90d7-3941bb9cd096,Sports,"right to left",2,"2014-12-08 01:17:46"
124,111,2684b548-a936-46f8-90d7-3941bb9cd096,Sports,"right to left",3,"2014-12-08 01:17:47"
125,111,2684b548-a936-46f8-90d7-3941bb9cd096,Sports,"right to left",4,"2014-12-08 01:17:47"
126,111,2684b548-a936-46f8-90d7-3941bb9cd096,Sports,"right to left",5,"2014-12-08 01:17:48"
127,111,2684b548-a936-46f8-90d7-3941bb9cd096,UK,"left to right",0,"2014-12-08 01:17:48"
128,111,2684b548-a936-46f8-90d7-3941bb9cd096,Business,"right to left",1,"2014-12-08 01:17:49"
129,111,2684b548-a936-46f8-90d7-3941bb9cd096,Business,"right to left",2,"2014-12-08 01:17:49"
130,111,2684b548-a936-46f8-90d7-3941bb9cd096,UK,"left to right",0,"2014-12-08 01:17:51"
131,111,2684b548-a936-46f8-90d7-3941bb9cd096,UK,"right to left",1,"2014-12-08 01:17:56"
132,111,2684b548-a936-46f8-90d7-3941bb9cd096,UK,"right to left",2,"2014-12-08 01:17:57"
133,111,2684b548-a936-46f8-90d7-3941bb9cd096,UK,"right to left",3,"2014-12-08 01:17:58"
134,111,2684b548-a936-46f8-90d7-3941bb9cd096,Sports,"left to right",0,"2014-12-08 01:17:58"
135,111,2684b548-a936-46f8-90d7-3941bb9cd096,UK,"right to left",2,"2014-12-08 01:17:59"
136,111,2684b548-a936-46f8-90d7-3941bb9cd096,UK,"left to right",1,"2014-12-08 01:17:59"
137,111,2684b548-a936-46f8-90d7-3941bb9cd096,UK,"left to right",0,"2014-12-08 01:18:00"
138,111,2684b548-a936-46f8-90d7-3941bb9cd096,UK,"right to left",1,"2014-12-08 01:18:01"
139,111,2684b548-a936-46f8-90d7-3941bb9cd096,UK,"right to left",2,"2014-12-08 01:18:02"
140,111,2684b548-a936-46f8-90d7-3941bb9cd096,World,"left to right",0,"2014-12-08 01:18:02"
141,111,2684b548-a936-46f8-90d7-3941bb9cd096,UK,"right to left",1,"2014-12-08 01:18:02"
142,111,2684b548-a936-46f8-90d7-3941bb9cd096,UK,"right to left",2,"2014-12-08 01:18:02"
143,111,2684b548-a936-46f8-90d7-3941bb9cd096,UK,"left to right",1,"2014-12-08 01:18:02"
144,111,2684b548-a936-46f8-90d7-3941bb9cd096,UK,"right to left",2,"2014-12-08 01:18:03"
145,111,2684b548-a936-46f8-90d7-3941bb9cd096,UK,"right to left",3,"2014-12-08 01:18:03"
146,111,2684b548-a936-46f8-90d7-3941bb9cd096,UK,"right to left",4,"2014-12-08 01:18:03"
147,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,World,"right to left",1,"2014-12-08 01:18:10"
148,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,World,"right to left",2,"2014-12-08 01:18:11"
149,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,UK,"left to right",0,"2014-12-08 01:18:11"
150,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,World,"right to left",2,"2014-12-08 01:18:11"
151,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,World,"right to left",3,"2014-12-08 01:18:11"
152,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,World,"right to left",4,"2014-12-08 01:18:12"
153,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,World,"right to left",5,"2014-12-08 01:18:12"
154,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,World,"right to left",6,"2014-12-08 01:18:12"
155,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,UK,"left to right",0,"2014-12-08 01:18:13"
156,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,World,"right to left",6,"2014-12-08 01:18:13"
157,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,UK,"left to right",0,"2014-12-08 01:18:17"
158,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","right to left",1,"2014-12-08 01:18:40"
159,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","right to left",2,"2014-12-08 01:18:40"
160,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","right to left",3,"2014-12-08 01:18:40"
161,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","right to left",4,"2014-12-08 01:18:40"
162,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","right to left",5,"2014-12-08 01:18:41"
163,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","right to left",6,"2014-12-08 01:18:41"
164,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,UK,"left to right",0,"2014-12-08 01:18:45"
165,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","right to left",5,"2014-12-08 01:18:46"
166,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","left to right",4,"2014-12-08 01:18:47"
167,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,UK,"left to right",0,"2014-12-08 01:18:47"
168,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","right to left",3,"2014-12-08 01:18:48"
169,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","left to right",2,"2014-12-08 01:18:48"
170,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","right to left",3,"2014-12-08 01:18:48"
171,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","left to right",2,"2014-12-08 01:18:49"
172,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","left to right",1,"2014-12-08 01:18:49"
173,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","left to right",0,"2014-12-08 01:18:50"
174,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","right to left",1,"2014-12-08 01:18:51"
175,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,UK,"left to right",0,"2014-12-08 01:18:52"
176,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,World,"right to left",1,"2014-12-08 01:18:54"
177,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,World,"right to left",2,"2014-12-08 01:18:54"
178,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,World,"right to left",3,"2014-12-08 01:18:56"
179,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,World,"right to left",4,"2014-12-08 01:18:56"
180,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,World,"right to left",5,"2014-12-08 01:19:01"
181,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,World,"right to left",6,"2014-12-08 01:19:02"
182,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Business,"left to right",0,"2014-12-08 01:19:03"
183,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","right to left",1,"2014-12-08 01:19:15"
184,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","right to left",2,"2014-12-08 01:19:15"
185,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","right to left",3,"2014-12-08 01:19:16"
186,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","right to left",4,"2014-12-08 01:19:16"
187,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","right to left",5,"2014-12-08 01:19:16"
188,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","right to left",6,"2014-12-08 01:19:17"
189,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","left to right",5,"2014-12-08 01:19:19"
190,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,UK,"left to right",0,"2014-12-08 01:19:19"
191,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","right to left",4,"2014-12-08 01:19:20"
192,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","left to right",3,"2014-12-08 01:19:21"
193,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","left to right",2,"2014-12-08 01:19:21"
194,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","left to right",1,"2014-12-08 01:19:21"
195,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","right to left",2,"2014-12-08 01:24:16"
196,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","right to left",3,"2014-12-08 01:24:16"
197,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","right to left",4,"2014-12-08 01:24:17"
198,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","right to left",5,"2014-12-08 01:24:18"
199,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Top Stories","right to left",6,"2014-12-08 01:24:18"
200,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,World,"left to right",0,"2014-12-08 01:24:19"
201,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,World,"right to left",1,"2014-12-08 01:24:20"
202,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,World,"right to left",2,"2014-12-08 01:24:21"
203,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,World,"right to left",3,"2014-12-08 01:24:21"
204,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,World,"right to left",4,"2014-12-08 01:24:21"
205,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,World,"right to left",5,"2014-12-08 01:24:22"
206,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,World,"right to left",6,"2014-12-08 01:24:22"
207,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Business,"left to right",0,"2014-12-08 01:24:23"
208,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,World,"right to left",6,"2014-12-08 01:24:23"
209,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Sports,"left to right",0,"2014-12-08 01:24:23"
210,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,UK,"right to left",1,"2014-12-08 01:24:24"
211,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,UK,"right to left",2,"2014-12-08 01:24:25"
212,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,UK,"right to left",3,"2014-12-08 01:24:25"
213,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,UK,"right to left",4,"2014-12-08 01:24:26"
214,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Sports,"left to right",0,"2014-12-08 01:24:26"
215,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Business,"right to left",1,"2014-12-08 01:24:27"
216,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Business,"right to left",2,"2014-12-08 01:24:27"
217,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Politics,"left to right",0,"2014-12-08 01:24:28"
218,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Business,"right to left",2,"2014-12-08 01:24:28"
219,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Business,"right to left",3,"2014-12-08 01:24:29"
220,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Business,"right to left",4,"2014-12-08 01:24:29"
221,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Sports,"left to right",0,"2014-12-08 01:24:30"
222,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Sports,"right to left",1,"2014-12-08 01:24:30"
223,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Sports,"right to left",2,"2014-12-08 01:24:31"
224,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Sports,"right to left",3,"2014-12-08 01:24:33"
225,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Sports,"right to left",4,"2014-12-08 01:24:34"
226,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Sports,"right to left",5,"2014-12-08 01:24:35"
227,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Health,"left to right",0,"2014-12-08 01:24:35"
228,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Politics,"right to left",1,"2014-12-08 01:24:38"
229,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Politics,"right to left",2,"2014-12-08 01:24:40"
230,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Politics,"right to left",3,"2014-12-08 01:24:40"
231,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Politics,"left to right",2,"2014-12-08 01:24:43"
232,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Politics,"right to left",3,"2014-12-08 01:24:43"
233,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Politics,"left to right",2,"2014-12-08 01:24:44"
234,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Politics,"right to left",3,"2014-12-08 01:24:44"
235,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Education & Family","left to right",0,"2014-12-08 01:24:53"
236,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Health,"right to left",1,"2014-12-08 01:24:54"
237,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,Health,"right to left",2,"2014-12-08 01:24:55"
238,111,8c8d8c80-2f20-4a44-9e12-29742765d49e,"Science & Environment","left to right",0,"2014-12-08 01:24:55"
239,111,a79efb45-0797-4bb2-9d1e-bc8ae9002b2f,"Top Stories","right to left",1,"2014-12-08 01:41:52"
240,111,a79efb45-0797-4bb2-9d1e-bc8ae9002b2f,"Top Stories","right to left",2,"2014-12-08 01:42:03"
241,111,a79efb45-0797-4bb2-9d1e-bc8ae9002b2f,"Top Stories","right to left",3,"2014-12-08 01:42:04"
242,111,a79efb45-0797-4bb2-9d1e-bc8ae9002b2f,"Top Stories","right to left",4,"2014-12-08 01:42:04"
243,111,c6fb95a3-0092-4f2d-a8e9-79da73f329d0,UK,"right to left",1,"2012-01-04 03:56:42"
244,111,c6fb95a3-0092-4f2d-a8e9-79da73f329d0,Sports,"left to right",0,"2012-01-04 03:56:45"
245,1,7a18d9fc-dc3a-42f1-bc5c-7eb22abaa30d,"Top Stories","right to left",1,"2015-01-29 16:03:03"
246,1,7a18d9fc-dc3a-42f1-bc5c-7eb22abaa30d,"Top Stories","right to left",2,"2015-01-29 16:03:04"
247,1,7a18d9fc-dc3a-42f1-bc5c-7eb22abaa30d,"Top Stories","right to left",3,"2015-01-29 16:03:04"
248,1,7a18d9fc-dc3a-42f1-bc5c-7eb22abaa30d,"Top Stories","right to left",4,"2015-01-29 16:03:04"
249,1,7a18d9fc-dc3a-42f1-bc5c-7eb22abaa30d,"Top Stories","right to left",5,"2015-01-29 16:03:05"
